TreeDepth,PID,Process,Value,Privilege,Attributes,Description
0,3704,notepad.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3704,notepad.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,3704,notepad.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,3704,notepad.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,3704,notepad.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3704,notepad.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,3704,notepad.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,3704,notepad.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,3704,notepad.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,3704,notepad.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,3704,notepad.exe,12,SeSystemtimePrivilege,,Change the system time
0,3704,notepad.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,3704,notepad.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,3704,notepad.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,3704,notepad.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,3704,notepad.exe,17,SeBackupPrivilege,,Backup files and directories
0,3704,notepad.exe,18,SeRestorePrivilege,,Restore files and directories
0,3704,notepad.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,3704,notepad.exe,20,SeDebugPrivilege,,Debug programs
0,3704,notepad.exe,21,SeAuditPrivilege,,Generate security audits
0,3704,notepad.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,3704,notepad.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3704,notepad.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3704,notepad.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,3704,notepad.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3704,notepad.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3704,notepad.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,3704,notepad.exe,29,SeImpersonatePrivilege,,Impersonate a client after authentication
0,3704,notepad.exe,30,SeCreateGlobalPrivilege,,Create global objects
0,3704,notepad.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3704,notepad.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3704,notepad.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,3704,notepad.exe,34,SeTimeZonePrivilege,Present,Adjust the time zone of the computer's internal clock
0,3704,notepad.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,3704,notepad.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3840,notepad.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3840,notepad.exe,3,SeAssignPrimaryTokenPrivilege,,Replace a process-level token
0,3840,notepad.exe,4,SeLockMemoryPrivilege,,Lock pages in memory
0,3840,notepad.exe,5,SeIncreaseQuotaPrivilege,,Increase quotas
0,3840,notepad.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3840,notepad.exe,7,SeTcbPrivilege,,Act as part of the operating system
0,3840,notepad.exe,8,SeSecurityPrivilege,,Manage auditing and security log
0,3840,notepad.exe,9,SeTakeOwnershipPrivilege,,Take ownership of files/objects
0,3840,notepad.exe,10,SeLoadDriverPrivilege,,Load and unload device drivers
0,3840,notepad.exe,11,SeSystemProfilePrivilege,,Profile system performance
0,3840,notepad.exe,12,SeSystemtimePrivilege,,Change the system time
0,3840,notepad.exe,13,SeProfileSingleProcessPrivilege,,Profile a single process
0,3840,notepad.exe,14,SeIncreaseBasePriorityPrivilege,,Increase scheduling priority
0,3840,notepad.exe,15,SeCreatePagefilePrivilege,,Create a pagefile
0,3840,notepad.exe,16,SeCreatePermanentPrivilege,,Create permanent shared objects
0,3840,notepad.exe,17,SeBackupPrivilege,,Backup files and directories
0,3840,notepad.exe,18,SeRestorePrivilege,,Restore files and directories
0,3840,notepad.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,3840,notepad.exe,20,SeDebugPrivilege,,Debug programs
0,3840,notepad.exe,21,SeAuditPrivilege,,Generate security audits
0,3840,notepad.exe,22,SeSystemEnvironmentPrivilege,,Edit firmware environment values
0,3840,notepad.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3840,notepad.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3840,notepad.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,3840,notepad.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3840,notepad.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3840,notepad.exe,28,SeManageVolumePrivilege,,Manage the files on a volume
0,3840,notepad.exe,29,SeImpersonatePrivilege,,Impersonate a client after authentication
0,3840,notepad.exe,30,SeCreateGlobalPrivilege,,Create global objects
0,3840,notepad.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3840,notepad.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3840,notepad.exe,33,SeIncreaseWorkingSetPrivilege,Present,Allocate more memory for user applications
0,3840,notepad.exe,34,SeTimeZonePrivilege,Present,Adjust the time zone of the computer's internal clock
0,3840,notepad.exe,35,SeCreateSymbolicLinkPrivilege,,Required to create a symbolic link
0,3840,notepad.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3940,cmd.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3940,cmd.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,3940,cmd.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,3940,cmd.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,3940,cmd.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3940,cmd.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,3940,cmd.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,3940,cmd.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,3940,cmd.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,3940,cmd.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,3940,cmd.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,3940,cmd.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,3940,cmd.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,3940,cmd.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,3940,cmd.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,3940,cmd.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,3940,cmd.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,3940,cmd.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,3940,cmd.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,3940,cmd.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,3940,cmd.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,3940,cmd.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3940,cmd.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3940,cmd.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,3940,cmd.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3940,cmd.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3940,cmd.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,3940,cmd.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3940,cmd.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,3940,cmd.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3940,cmd.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3940,cmd.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,3940,cmd.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,3940,cmd.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,3940,cmd.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3980,conhost.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3980,conhost.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,3980,conhost.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,3980,conhost.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,3980,conhost.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3980,conhost.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,3980,conhost.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,3980,conhost.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,3980,conhost.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,3980,conhost.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,3980,conhost.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,3980,conhost.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,3980,conhost.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,3980,conhost.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,3980,conhost.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,3980,conhost.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,3980,conhost.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,3980,conhost.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,3980,conhost.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,3980,conhost.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,3980,conhost.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,3980,conhost.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3980,conhost.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3980,conhost.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,3980,conhost.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3980,conhost.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3980,conhost.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,3980,conhost.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3980,conhost.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,3980,conhost.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3980,conhost.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3980,conhost.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,3980,conhost.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,3980,conhost.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,3980,conhost.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.
0,3960,ipconfig.exe,2,SeCreateTokenPrivilege,,Create a token object
0,3960,ipconfig.exe,3,SeAssignPrimaryTokenPrivilege,Present,Replace a process-level token
0,3960,ipconfig.exe,4,SeLockMemoryPrivilege,"Present,Enabled,Default",Lock pages in memory
0,3960,ipconfig.exe,5,SeIncreaseQuotaPrivilege,Present,Increase quotas
0,3960,ipconfig.exe,6,SeMachineAccountPrivilege,,Add workstations to the domain
0,3960,ipconfig.exe,7,SeTcbPrivilege,"Present,Enabled,Default",Act as part of the operating system
0,3960,ipconfig.exe,8,SeSecurityPrivilege,Present,Manage auditing and security log
0,3960,ipconfig.exe,9,SeTakeOwnershipPrivilege,Present,Take ownership of files/objects
0,3960,ipconfig.exe,10,SeLoadDriverPrivilege,Present,Load and unload device drivers
0,3960,ipconfig.exe,11,SeSystemProfilePrivilege,"Present,Enabled,Default",Profile system performance
0,3960,ipconfig.exe,12,SeSystemtimePrivilege,Present,Change the system time
0,3960,ipconfig.exe,13,SeProfileSingleProcessPrivilege,"Present,Enabled,Default",Profile a single process
0,3960,ipconfig.exe,14,SeIncreaseBasePriorityPrivilege,"Present,Enabled,Default",Increase scheduling priority
0,3960,ipconfig.exe,15,SeCreatePagefilePrivilege,"Present,Enabled,Default",Create a pagefile
0,3960,ipconfig.exe,16,SeCreatePermanentPrivilege,"Present,Enabled,Default",Create permanent shared objects
0,3960,ipconfig.exe,17,SeBackupPrivilege,Present,Backup files and directories
0,3960,ipconfig.exe,18,SeRestorePrivilege,Present,Restore files and directories
0,3960,ipconfig.exe,19,SeShutdownPrivilege,Present,Shut down the system
0,3960,ipconfig.exe,20,SeDebugPrivilege,"Present,Enabled,Default",Debug programs
0,3960,ipconfig.exe,21,SeAuditPrivilege,"Present,Enabled,Default",Generate security audits
0,3960,ipconfig.exe,22,SeSystemEnvironmentPrivilege,Present,Edit firmware environment values
0,3960,ipconfig.exe,23,SeChangeNotifyPrivilege,"Present,Enabled,Default",Receive notifications of changes to files or directories
0,3960,ipconfig.exe,24,SeRemoteShutdownPrivilege,,Force shutdown from a remote system
0,3960,ipconfig.exe,25,SeUndockPrivilege,Present,Remove computer from docking station
0,3960,ipconfig.exe,26,SeSyncAgentPrivilege,,Synch directory service data
0,3960,ipconfig.exe,27,SeEnableDelegationPrivilege,,Enable user accounts to be trusted for delegation
0,3960,ipconfig.exe,28,SeManageVolumePrivilege,Present,Manage the files on a volume
0,3960,ipconfig.exe,29,SeImpersonatePrivilege,"Present,Enabled,Default",Impersonate a client after authentication
0,3960,ipconfig.exe,30,SeCreateGlobalPrivilege,"Present,Enabled,Default",Create global objects
0,3960,ipconfig.exe,31,SeTrustedCredManAccessPrivilege,,Access Credential Manager as a trusted caller
0,3960,ipconfig.exe,32,SeRelabelPrivilege,,Modify the mandatory integrity level of an object
0,3960,ipconfig.exe,33,SeIncreaseWorkingSetPrivilege,"Present,Enabled,Default",Allocate more memory for user applications
0,3960,ipconfig.exe,34,SeTimeZonePrivilege,"Present,Enabled,Default",Adjust the time zone of the computer's internal clock
0,3960,ipconfig.exe,35,SeCreateSymbolicLinkPrivilege,"Present,Enabled,Default",Required to create a symbolic link
0,3960,ipconfig.exe,36,SeDelegateSessionUserImpersonatePrivilege,,Obtain an impersonation token for another user in the same session.

